postal_code,yelp_1,yelp_2,yelp_3,yelp_4,total_restaurants,review_count,stars,creditcard,bikeparking,outdoorseating,appointmentonly,goodforkids,perc_yelp_1,perc_yelp_2,perc_yelp_3,perc_yelp_4,city,agi,costindex,A02650,A00200,A00300,A00600,A00650,A01000,agi_1,agi_2,agi_3,agi_4,agi_5,agi_6,affluence,medianincome,zillowmeanprice19,zillowmeanprice18,whole_foods,core_power,trader_joes
44125,8,7,1,0,16,10.5625,3.59375,0.875,0.9375,0.0625,0,0.9375,0.5,0.4375,0.0625,0,Cleveland,541856,73.47,546698,435724,2716,2984,2234,3602,5820,4550,1930,870,680,60,2,45439,60.41345217,59.13529639,0,0,0
44126,11,9,3,0,23,14.39130435,3.304347826,0.913043478,0.826086957,0.173913043,0.043478261,0.913043478,0.47826087,0.391304348,0.130434783,0,Cleveland,590373,73.47,598151,435320,3916,11044,8528,11758,2770,2290,1730,1090,1260,270,2,54496,131.4278962,123.943875,0,0,0
44128,9,10,2,1,22,13.18181818,3.181818182,0.954545455,0.681818182,0.227272727,0,0.863636364,0.409090909,0.454545455,0.090909091,0.045454545,Cleveland,429647,73.47,432146,311055,632,1099,688,719,6840,4520,1380,470,290,20,1,35189,45.05628944,44.98345322,0,0,0
44129,25,26,8,0,59,14,3.338983051,0.966101695,0.644067797,0.06779661,0.06779661,0.93220339,0.423728814,0.440677966,0.13559322,0,Cleveland,659961,73.47,666380,523672,5032,5987,4594,4339,5320,4640,2550,1370,1000,90,2,49152,96.91705111,93.12266352,0,0,0
44130,43,39,1,1,84,18.75,3.261904762,0.988095238,0.619047619,0.107142857,0.011904762,0.94047619,0.511904762,0.464285714,0.011904762,0.011904762,Cleveland,1337517,73.47,1351717,1005282,9279,17104,13110,13777,9700,7790,4800,2800,2360,280,2,47300,102.1154672,100.2336114,0,0,0
44131,1,2,1,0,4,28.5,3.75,1,0.75,0.25,0.25,0.75,0.25,0.5,0.25,0,Cleveland,834438,73.47,846994,565270,8276,18156,14197,19569,3220,2300,2020,1460,1960,500,3,66188,124.4155379,122.9145005,0,0,0
44132,1,1,1,0,3,16.33333333,3,1,1,0,0,1,0.333333333,0.333333333,0.333333333,0,Cleveland,255844,73.47,258072,201152,887,2195,1789,2032,3310,2240,920,390,260,40,2,43575,63.68795735,63.58732927,0,0,0
44133,0,0,1,0,1,28,3.5,1,1,0,1,1,0,0,1,0,Cleveland,1135613,73.47,1153043,818703,8169,18371,14437,28567,4960,4010,2640,1830,2650,710,2,65574,117.6441614,114.4669001,0,0,0
44134,31,20,3,0,54,14.40740741,3.407407407,0.962962963,0.648148148,0.074074074,0.018518519,0.907407407,0.574074074,0.37037037,0.055555556,0,Cleveland,912730,73.47,922273,702927,5255,7806,5650,7071,7080,6120,3590,1900,1470,100,2,49407,98.93299654,96.15573798,0,0,0
44135,41,39,3,0,83,27.51807229,3.277108434,0.975903614,0.638554217,0.048192771,0,0.855421687,0.493975904,0.469879518,0.036144578,0,Cleveland,451943,73.47,455796,372239,1218,2267,1669,1250,5700,3970,1750,760,450,30,2,38615,78.98102087,77.33651492,0,0,0
44136,1,1,0,0,2,9,3.25,1,1,0.5,0,1,0.5,0.5,0,0,Cleveland,1016993,73.47,1031980,697689,7288,23576,19745,41151,3930,2710,2130,1640,2410,650,3,77051,111.5992635,105.3602842,0,0,0
44139,0,1,0,1,2,8,3,1,1,0,0.5,1,0,0.5,0,0.5,Cleveland,1419479,73.47,1447990,968191,10683,36985,29275,39192,3410,1870,1540,1250,2580,1680,3,100310,135.7527295,133.0012345,0,0,0
44142,2,1,0,0,3,12.66666667,2.666666667,1,0.666666667,0.333333333,0,1,0.666666667,0.333333333,0,0,Cleveland,437985,73.47,441608,345207,1777,2618,1891,1223,3920,3190,1740,900,640,30,2,53607,107.7054845,105.3920026,0,0,0
44143,8,14,4,0,26,16.19230769,3.615384615,1,0.615384615,0.115384615,0.076923077,1,0.307692308,0.538461538,0.153846154,0,Cleveland,1079225,73.47,1095897,682272,8444,32076,19861,28585,4140,2830,2020,1360,2110,800,2,71546,104.9353049,99.79749533,0,0,0
44144,30,16,1,0,47,14.65957447,3.308510638,0.957446809,0.787234043,0.106382979,0,0.936170213,0.638297872,0.340425532,0.021276596,0,Cleveland,453656,73.47,457227,349267,2790,9649,8229,4555,4430,3800,1770,800,500,50,2,44090,90.37503958,85.94021291,0,0,0
44145,1,1,0,0,2,8,2.75,1,0.5,0,0,1,0.5,0.5,0,0,Cleveland,1906731,73.47,1941021,1248715,16552,74479,62087,89762,4930,3140,2710,1870,3040,2010,3,70631,132.9139389,134.0756853,0,0,1
44146,1,0,0,0,1,3,4,1,1,0,0,1,1,0,0,0,Cleveland,642095,73.47,647232,479571,2242,4633,3389,5546,6070,5150,2350,1070,800,80,2,43471,82.30665621,78.36826576,0,0,0
53590,1,2,0,0,3,15.66666667,4.5,1,1,0,0.666666667,1,0.333333333,0.666666667,0,0,Madison,1468822,65.6,1489479,1151781,6127,17078,12972,29582,5360,4620,3110,2450,3990,870,3,70385,163.5984195,161.7113944,0,0,0
53593,0,2,0,0,2,22.5,3.25,1,1,0.5,0,1,0,1,0,0,Madison,1521715,65.6,1549382,1028863,10750,33445,24704,81271,2820,1960,1610,1320,3220,1560,3,84972,183.844726,176.9179023,0,0,0
53703,198,342,74,8,622,66.19453376,3.778135048,0.92926045,0.974276527,0.350482315,0.032154341,0.731511254,0.318327974,0.549839228,0.118971061,0.012861736,Madison,861523,65.6,875808,650876,5646,21150,16886,28439,5400,3780,1950,1120,1420,510,2,25078,319.5869472,306.611442,0,0,0
53704,142,228,39,5,414,33.44444444,3.393719807,0.937198068,0.915458937,0.142512077,0.057971014,0.915458937,0.342995169,0.550724638,0.094202899,0.012077295,Madison,1549757,65.6,1573808,1045045,11427,43370,35826,50013,8040,7490,4080,2370,2550,610,2,53358,147.2485938,147.5065819,0,0,0
53705,35,85,28,2,150,41.24666667,3.54,0.96,0.953333333,0.22,0.073333333,0.893333333,0.233333333,0.566666667,0.186666667,0.013333333,Madison,1326319,65.6,1347866,758978,13430,61493,49776,95473,3270,2620,1830,1240,2410,1240,3,61309,213.8757881,206.2225323,1,0,0
53711,50,97,13,1,161,36.93167702,3.692546584,0.956521739,0.919254658,0.130434783,0.02484472,0.888198758,0.310559006,0.602484472,0.080745342,0.00621118,Madison,2287804,65.6,2325527,1470005,16867,59311,46867,125405,6540,5200,3590,2790,4840,1910,3,66829,181.6495387,174.6331014,0,0,1
53714,14,17,2,1,34,28.20588235,3.514705882,0.852941176,0.970588235,0.235294118,0.058823529,0.970588235,0.411764706,0.5,0.058823529,0.029411765,Madison,442187,65.6,446862,336454,1646,4533,3396,5617,2950,2760,1580,910,790,70,2,55126,159.8473295,155.9423952,0,0,0
53716,39,35,4,2,80,17.975,3.54375,0.95,0.8625,0.1125,0.0625,0.9625,0.4875,0.4375,0.05,0.025,Madison,679983,65.6,689124,467033,3831,12068,9309,18707,2930,2620,1750,1350,1570,300,2,60222,171.5570278,162.8384298,0,0,0
53717,33,70,17,1,121,30.12396694,3.438016529,0.983471074,0.884297521,0.198347107,0.123966942,0.966942149,0.272727273,0.578512397,0.140495868,0.008264463,Madison,650571,65.6,661528,410889,6258,20501,16332,29175,1560,1300,1020,770,1320,640,3,75889,145.7028911,146.13115,0,0,0
53718,11,30,2,1,44,25.40909091,3.375,0.977272727,0.886363636,0.272727273,0.022727273,0.931818182,0.25,0.681818182,0.045454545,0.022727273,Madison,547431,65.6,554144,422967,2423,8670,6816,9185,1780,2180,1600,1150,1390,210,3,72467,154.0883264,151.0493592,0,0,0
53719,79,151,39,2,271,25.4797048,3.470479705,0.981549815,0.889298893,0.073800738,0.136531365,0.95202952,0.291512915,0.557195572,0.143911439,0.007380074,Madison,1151868,65.6,1166710,934324,4645,16118,12690,27693,3970,4340,2860,1930,3020,590,3,65796,147.9914729,140.4880608,0,0,0
60657,0,1,0,0,1,12,5,1,1,0,1,1,0,1,0,0,Charlotte,4818920,75.35,4901637,3590442,38801,125166,95768,344756,6820,8750,8460,4370,6470,4990,3,78623,342.0611377,351.543258,1,1,0
85003,64,118,6,2,190,111.6842105,3.742105263,0.978947368,0.936842105,0.373684211,0.1,0.878947368,0.336842105,0.621052632,0.031578947,0.010526316,Phoenix,282886,66.87,290006,210165,1108,4342,3093,7705,1330,960,490,320,530,270,2,28267,278.6914992,278.3012796,0,0,0
85004,141,254,34,6,435,115.4321839,3.682758621,0.981609195,0.942528736,0.464367816,0.043678161,0.763218391,0.324137931,0.583908046,0.07816092,0.013793103,Phoenix,227527,66.87,232765,155149,2580,9035,7235,9345,990,740,440,240,350,200,2,28008,231.3963761,229.3340351,0,0,0
85006,86,77,10,0,173,111.3236994,3.950867052,0.953757225,0.87283237,0.283236994,0.040462428,0.884393064,0.497109827,0.445086705,0.057803468,0,Phoenix,347753,66.87,352359,301741,445,1063,744,3646,4660,3060,1070,450,370,70,2,21620,255.7229634,239.4415245,0,0,0
85007,67,35,2,2,106,52.18867925,3.844339623,0.867924528,0.877358491,0.245283019,0.056603774,0.924528302,0.632075472,0.330188679,0.018867925,0.018867925,Phoenix,274046,66.87,278695,200698,1399,3235,2368,5668,2560,1400,490,260,390,200,2,33192,228.5190898,217.5076076,0,0,0
85008,103,92,9,2,206,42.28640777,3.516990291,0.970873786,0.86407767,0.165048544,0.024271845,0.961165049,0.5,0.446601942,0.04368932,0.009708738,Phoenix,788776,66.87,797391,686766,1282,2982,1994,4468,11250,7880,2310,870,700,130,2,28761,188.1258653,179.57366,0,0,0
85009,68,33,2,2,105,26.54285714,3.547619048,0.857142857,0.761904762,0.180952381,0.00952381,0.971428571,0.647619048,0.314285714,0.019047619,0.019047619,Phoenix,439324,66.87,443128,369026,580,2037,1821,1447,9170,5360,980,220,160,50,1,26901,144.5075526,138.025584,0,0,0
85012,65,113,16,3,197,135.4162437,3.847715736,0.984771574,0.959390863,0.360406091,0.086294416,0.878172589,0.329949239,0.573604061,0.081218274,0.015228426,Phoenix,399170,66.87,407578,246484,4213,10117,7547,29987,1010,950,530,310,550,450,2,56276,256.7076345,245.0052751,0,0,0
85013,104,161,14,1,280,70.23214286,3.825,0.960714286,0.896428571,0.2,0.064285714,0.946428571,0.371428571,0.575,0.05,0.003571429,Phoenix,695056,66.87,707257,496083,4900,10339,7539,48933,2970,2780,1550,870,1110,520,2,45862,217.2271917,209.2250508,0,0,0
85014,79,188,11,3,281,97.04626335,3.934163701,0.978647687,0.900355872,0.288256228,0.117437722,0.886120996,0.28113879,0.669039146,0.039145907,0.010676157,Phoenix,753881,66.87,765897,525555,6759,12100,9314,49417,4200,3780,1790,900,1090,400,2,43555,213.6093524,211.2837621,0,1,0
85015,103,72,4,2,181,40.40331492,3.439226519,0.955801105,0.82320442,0.082872928,0.066298343,0.966850829,0.569060773,0.397790055,0.022099448,0.011049724,Phoenix,539164,66.87,545591,448183,1390,3429,2631,7382,7900,4680,1580,730,630,70,1,35960,144.8702203,141.9998127,0,0,0
85016,211,416,78,16,721,81.26352288,3.821775312,0.981969487,0.871012483,0.263522885,0.137309293,0.897364771,0.292649098,0.576976422,0.108183079,0.022191401,Phoenix,1641314,66.87,1677786,958092,43040,79504,60868,119295,5380,4910,2540,1390,2060,1280,2,43849,247.9778229,239.8865269,1,0,1
85017,83,46,8,3,140,28.04285714,3.375,0.957142857,0.771428571,0.121428571,0.014285714,0.957142857,0.592857143,0.328571429,0.057142857,0.021428571,Phoenix,372774,66.87,376062,320238,330,1220,857,1527,8260,4430,970,280,170,0,1,31956,121.0958225,114.5367688,0,0,0
85018,162,271,44,10,487,91.59958932,3.832648871,0.977412731,0.899383984,0.264887064,0.114989733,0.915811088,0.332648871,0.556468172,0.090349076,0.020533881,Phoenix,2460146,66.87,2507921,1419730,35012,83766,64916,308724,4870,3680,2160,1300,2600,2590,3,61619,293.0889372,293.5007169,0,0,0
85019,27,18,4,1,50,21.2,3.65,0.96,0.84,0.18,0.02,0.96,0.54,0.36,0.08,0.02,Phoenix,309261,66.87,311612,256676,329,716,500,422,5380,3450,930,310,150,20,1,35101,128.0820656,121.9001019,0,0,0
85020,112,121,11,6,250,71.916,3.712,0.944,0.892,0.24,0.064,0.944,0.448,0.484,0.044,0.024,Phoenix,1142199,66.87,1162716,730625,9267,32944,25039,72094,5340,4210,2270,1310,1860,980,2,53300,195.102403,188.3938661,0,0,0
85021,87,79,4,1,171,39.9005848,3.511695906,0.959064327,0.842105263,0.152046784,0.081871345,0.953216374,0.50877193,0.461988304,0.023391813,0.005847953,Phoenix,1012865,66.87,1031283,666850,7530,20402,14601,57388,7060,4240,1630,960,1470,820,2,44596,189.7232871,186.132884,0,0,0
85022,122,163,7,5,297,48.67676768,3.563973064,0.983164983,0.905723906,0.235690236,0.057239057,0.973063973,0.410774411,0.548821549,0.023569024,0.016835017,Phoenix,1395278,66.87,1416256,1013417,7139,18476,13083,40589,7980,6490,3170,1920,2720,830,2,55878,169.8843283,164.2493715,0,0,0
85023,80,54,5,3,142,60.59859155,3.496478873,0.978873239,0.887323944,0.11971831,0.028169014,0.985915493,0.563380282,0.38028169,0.035211268,0.021126761,Phoenix,896431,66.87,907859,663328,5982,12278,9200,20541,5580,4410,2080,1230,1570,470,2,51116,159.0565281,151.9722397,0,0,0
85024,47,44,5,1,97,46.08247423,3.628865979,0.969072165,0.886597938,0.113402062,0.072164948,0.969072165,0.484536082,0.453608247,0.051546392,0.010309278,Phoenix,764406,66.87,774926,646462,1969,4955,3464,8005,3400,2980,1940,1380,2000,350,2,66833,171.6364304,170.0669127,0,0,0
85027,121,110,7,6,244,44.74180328,3.530737705,0.995901639,0.852459016,0.213114754,0.040983607,0.975409836,0.495901639,0.450819672,0.028688525,0.024590164,Phoenix,863523,66.87,872651,733507,1759,3196,2268,7113,5750,5540,3060,1720,1490,150,2,53559,162.0979841,147.7153165,0,0,0
85028,54,94,13,4,165,57.58181818,3.821212121,0.981818182,0.884848485,0.2,0.157575758,0.945454545,0.327272727,0.56969697,0.078787879,0.024242424,Phoenix,1040331,66.87,1062222,651760,12399,27925,20704,71123,2590,1780,1330,1120,2210,1060,3,76242,211.1257424,203.8424678,1,1,1
85029,100,67,3,2,172,51.77325581,3.479651163,0.965116279,0.819767442,0.156976744,0.034883721,0.98255814,0.581395349,0.389534884,0.01744186,0.011627907,Phoenix,776967,66.87,784961,626407,2633,5655,4243,8889,8310,6260,2570,1230,940,150,2,44852,141.4125461,136.1375571,0,0,0
85031,42,31,1,0,74,20.22972973,3.027027027,0.972972973,0.662162162,0.054054054,0.013513514,0.972972973,0.567567568,0.418918919,0.013513514,0,Phoenix,320356,66.87,322550,277565,138,246,133,1148,6320,4030,870,240,100,0,1,34265,120.6627088,116.1269795,0,0,0
85032,265,368,39,8,680,47.025,3.580147059,0.967647059,0.902941176,0.175,0.066176471,0.969117647,0.389705882,0.541176471,0.057352941,0.011764706,Phoenix,1623340,66.87,1646489,1303849,5910,12668,8871,32777,11220,8510,4570,2650,3270,640,2,51731,179.9164111,173.4026688,0,0,0
85033,73,43,6,2,124,20.0483871,2.987903226,0.975806452,0.64516129,0.080645161,0.008064516,0.983870968,0.588709677,0.346774194,0.048387097,0.016129032,Phoenix,611319,66.87,615610,532773,318,503,237,1321,11070,7670,1790,520,230,0,1,38121,134.6607445,125.5135712,0,0,0
85035,53,35,1,4,93,28.1827957,2.989247312,0.989247312,0.752688172,0.096774194,0.032258065,0.956989247,0.569892473,0.376344086,0.010752688,0.043010753,Phoenix,545465,66.87,549251,491389,213,268,157,484,10120,7290,1600,370,130,0,1,37889,130.7725713,123.3396172,0,0,0
85037,39,40,3,2,84,32.51190476,3.321428571,0.952380952,0.869047619,0.178571429,0.083333333,0.976190476,0.464285714,0.476190476,0.035714286,0.023809524,Phoenix,702588,66.87,708537,617833,507,786,551,1496,8460,7120,2580,1030,610,30,2,52514,129.5491303,121.3079916,0,0,0
85040,76,52,11,4,143,30.47552448,3.437062937,0.937062937,0.755244755,0.153846154,0.027972028,0.951048951,0.531468531,0.363636364,0.076923077,0.027972028,Phoenix,359640,66.87,362724,316057,496,749,421,650,6040,3910,1030,350,210,40,1,32681,135.4883084,130.4971173,0,0,0
85041,46,35,2,1,84,25.13095238,3.452380952,0.916666667,0.773809524,0.19047619,0.023809524,0.988095238,0.547619048,0.416666667,0.023809524,0.011904762,Phoenix,915200,66.87,923249,802619,940,1639,1134,4611,10430,8230,2990,1300,1080,140,2,48400,130.463907,124.323221,0,0,0
85042,58,67,6,1,132,44.47727273,3.136363636,0.984848485,0.848484848,0.204545455,0.022727273,0.954545455,0.439393939,0.507575758,0.045454545,0.007575758,Phoenix,841979,66.87,850795,703534,1745,3818,2765,10622,7160,5770,2320,1120,1340,350,2,50325,154.5273109,149.1878001,0,0,0
85043,50,36,2,1,89,22.74157303,2.825842697,0.943820225,0.730337079,0.101123596,0.011235955,0.966292135,0.561797753,0.404494382,0.02247191,0.011235955,Phoenix,478501,66.87,482662,418783,455,372,243,1180,5210,4610,1770,690,400,40,2,50523,124.985008,121.4521452,0,0,0
85044,83,176,20,4,283,66.64310954,3.565371025,0.996466431,0.886925795,0.243816254,0.116607774,0.954063604,0.293286219,0.621908127,0.070671378,0.014134276,Phoenix,1548946,66.87,1572396,1130393,10141,30241,22299,56487,5270,4990,3180,2140,3190,1140,2,72699,182.490144,176.4502544,0,0,0
85045,1,0,0,0,1,13,4,1,1,0,0,1,1,0,0,0,Phoenix,402017,66.87,407820,322461,1336,6243,4970,9933,670,430,360,370,910,590,4,115862,179.1645136,171.7558012,0,0,0
85048,70,128,11,3,212,46.49056604,3.669811321,0.990566038,0.858490566,0.226415094,0.183962264,0.938679245,0.330188679,0.603773585,0.051886792,0.014150943,Phoenix,1691778,66.87,1717586,1265117,11644,38916,32084,72926,4020,2880,2090,1730,3590,1860,3,98126,177.9665651,174.1547794,0,0,1
85050,47,126,17,1,191,60.91623037,3.492146597,0.984293194,0.863874346,0.251308901,0.12565445,0.952879581,0.246073298,0.659685864,0.089005236,0.005235602,Phoenix,1383030,66.87,1404331,1023768,6602,23850,16955,33898,3440,2500,1940,1510,2960,1570,3,77981,198.9209938,193.5198322,0,0,0
85051,103,123,10,4,240,44.85416667,3.3875,0.983333333,0.841666667,0.1125,0.020833333,0.966666667,0.429166667,0.5125,0.041666667,0.016666667,Phoenix,627401,66.87,633245,512188,1383,2645,1884,3906,8620,5870,2010,910,640,60,2,44120,131.3026885,126.4418881,0,0,0
85053,78,98,4,2,182,44.99450549,3.5,0.983516484,0.868131868,0.126373626,0.076923077,0.967032967,0.428571429,0.538461538,0.021978022,0.010989011,Phoenix,596248,66.87,602778,477036,1716,3908,2838,7721,5250,4220,1950,1090,970,110,2,53057,144.2110678,137.6697374,0,0,0
85054,26,91,25,2,144,88.38194444,3.65625,0.979166667,0.888888889,0.409722222,0.097222222,0.909722222,0.180555556,0.631944444,0.173611111,0.013888889,Phoenix,329703,66.87,335775,246208,2692,4529,3072,7261,740,790,630,450,710,320,3,63451,228.4309777,225.9261479,1,0,0
85083,2,9,0,0,11,27.27272727,3.727272727,1,0.909090909,0,0.181818182,1,0.181818182,0.818181818,0,0,Phoenix,800306,66.87,811272,630127,2937,7658,5777,20727,1850,1110,960,940,2280,840,4,98156,158.1722649,153.139877,0,0,0
85085,52,97,16,6,171,51.42105263,3.573099415,0.994152047,0.912280702,0.18128655,0.122807018,0.976608187,0.304093567,0.567251462,0.093567251,0.035087719,Phoenix,962627,66.87,977393,768300,3777,6488,4827,20617,2320,2090,1550,1190,2620,880,3,83975,159.8760832,152.9149419,0,0,0
85086,20,33,4,0,57,35.94736842,3.385964912,0.98245614,0.912280702,0.228070175,0,0.98245614,0.350877193,0.578947368,0.070175439,0,Phoenix,1493729,66.87,1517264,1037821,7646,21281,15904,64917,4500,2960,2270,2140,4030,1260,3,87537,163.8633753,160.8648599,0,0,0
85120,0,1,0,0,1,11,3,1,1,0,0,1,0,1,0,0,Mesa,415537,66.87,419037,292260,1902,2947,1891,7788,4750,3250,1520,740,500,50,2,38285,145.874903,140.3004818,0,0,0
85122,0,0,1,0,1,12,3,1,1,1,0,1,0,0,1,0,Chandler,885467,66.87,893721,666944,3314,6485,4524,11054,8080,5830,2720,1590,1590,170,2,46183,111.1432757,104.5901634,0,0,0
85142,0,1,0,0,1,9,3.5,1,1,0,0,1,0,1,0,0,Tempe,1959122,66.87,1986140,1526402,7429,11382,8324,43851,7030,5260,3950,3260,5050,1250,3,76505,141.6426378,136.6551772,0,0,0
85201,139,171,19,6,335,43.4,3.502985075,0.973134328,0.92238806,0.229850746,0.047761194,0.949253731,0.414925373,0.510447761,0.056716418,0.017910448,Tempe,732622,66.87,741899,600900,2791,4835,3450,7918,9400,6790,2290,950,750,130,2,40225,157.6021338,151.0890575,0,0,0
85202,182,172,16,4,374,54.95187166,3.669786096,0.967914439,0.871657754,0.13368984,0.053475936,0.967914439,0.486631016,0.459893048,0.042780749,0.010695187,Mesa,801117,66.87,810117,652942,2321,6131,4495,11725,7250,5850,2320,1250,1380,200,2,45509,150.9003633,143.9179069,0,0,0
85203,66,61,7,4,138,41.57971014,3.550724638,0.971014493,0.913043478,0.152173913,0.043478261,0.971014493,0.47826087,0.442028986,0.050724638,0.028985507,Mesa,771428,66.87,783237,558706,3643,7505,5304,23054,5950,4290,1950,1200,1440,340,2,54171,153.1695925,147.1939649,0,0,0
85204,139,195,28,9,371,50.05121294,3.513477089,0.981132075,0.870619946,0.215633423,0.040431267,0.956873315,0.374663073,0.525606469,0.075471698,0.02425876,Mesa,992513,66.87,1003571,812841,3151,3306,2198,9129,10590,8330,3280,1600,1190,160,2,45808,158.782739,154.6295976,0,0,1
85205,99,97,9,3,208,40,3.480769231,0.975961538,0.865384615,0.144230769,0.081730769,0.975961538,0.475961538,0.466346154,0.043269231,0.014423077,Mesa,1095873,66.87,1110342,706574,7105,14682,8973,52560,6400,4600,2570,1680,1930,540,2,52491,160.3058162,151.929161,0,0,0
85206,107,193,25,3,328,36,3.394817073,0.987804878,0.905487805,0.192073171,0.097560976,0.960365854,0.326219512,0.588414634,0.076219512,0.009146341,Mesa,765853,66.87,775216,500541,7966,17479,11330,14980,5220,4520,2460,1430,1400,220,2,49456,154.4598202,150.1685737,0,0,0
85207,30,33,3,1,67,32.29850746,3.455223881,0.955223881,0.895522388,0.253731343,0,0.880597015,0.447761194,0.492537313,0.044776119,0.014925373,Mesa,1630815,66.87,1655501,1128314,13120,24444,17292,66165,6170,4350,2710,1970,3510,1410,2,74388,170.2573339,166.627568,0,0,0
85208,11,8,0,0,19,22.73684211,3.236842105,0.947368421,0.842105263,0.210526316,0.052631579,1,0.578947368,0.421052632,0,0,Mesa,627426,66.87,633359,471720,2511,6201,4430,6132,5680,4200,2320,1270,960,100,2,48190,157.0421983,147.049235,0,0,0
85209,26,47,4,0,77,45.55844156,3.474025974,0.974025974,0.87012987,0.168831169,0.077922078,0.961038961,0.337662338,0.61038961,0.051948052,0,Phoenix,1007339,66.87,1018546,694911,5620,13657,9429,15342,5330,4290,2850,1890,2450,360,2,58669,155.3154571,150.2560125,0,0,0
85210,135,166,15,4,320,51.84375,3.5375,0.971875,0.8875,0.159375,0.06875,0.946875,0.421875,0.51875,0.046875,0.0125,Mesa,632200,66.87,639122,528446,857,2950,1854,10322,7290,5380,1840,920,860,110,2,44428,156.5178236,148.6032916,0,0,0
85212,26,37,3,1,67,47.92537313,3.485074627,1,0.880597015,0.179104478,0.029850746,0.970149254,0.388059701,0.552238806,0.044776119,0.014925373,Mesa,1057854,66.87,1069706,878221,3109,4944,3272,13209,3940,2760,2240,2060,3390,460,3,72658,151.9384151,145.240711,0,0,0
85213,33,37,3,1,74,34.41891892,3.581081081,0.972972973,0.864864865,0.148648649,0.040540541,0.986486486,0.445945946,0.5,0.040540541,0.013513514,Mesa,1144800,66.87,1162828,748267,7904,15858,11432,35684,4510,3270,1950,1350,2360,850,2,68756,159.8553872,153.4368708,0,0,0
85215,52,113,7,2,174,43.34482759,3.454022989,1,0.890804598,0.252873563,0.057471264,0.965517241,0.298850575,0.649425287,0.040229885,0.011494253,Mesa,582409,66.87,591774,353152,6706,14015,8892,22341,2320,1570,1160,850,1350,430,2,65120,171.8756434,165.6757027,0,0,0
85224,187,254,26,6,473,61.36575053,3.662790698,0.980972516,0.890063425,0.186046512,0.11205074,0.968287526,0.395348837,0.536997886,0.054968288,0.012684989,Chandler,1351961,66.87,1369684,1100741,4090,13601,9879,22263,6500,6200,3770,2400,2850,620,2,64746,175.1317867,169.7069032,0,1,0
85225,159,201,18,2,380,58.34210526,3.781578947,0.95,0.839473684,0.207894737,0.123684211,0.931578947,0.418421053,0.528947368,0.047368421,0.005263158,Phoenix,1668703,66.87,1686296,1392715,4059,9471,6671,22645,11510,9310,4750,2720,3280,560,2,57304,170.3981062,163.3314386,1,0,0
85226,172,409,75,12,668,55.52844311,3.60254491,0.989520958,0.848802395,0.233532934,0.071856287,0.935628743,0.25748503,0.612275449,0.112275449,0.017964072,Phoenix,1467265,66.87,1485945,1144168,7535,19380,15004,42639,4990,4380,2850,2100,3420,1050,3,74939,180.8080509,173.5738643,0,0,0
85233,3,0,0,0,3,47,3.166666667,1,0.666666667,0.333333333,0,1,1,0,0,0,Mesa,1241643,66.87,1258570,989135,4721,13038,9353,17702,4960,4100,2720,1990,3240,780,2,77779,169.4839967,162.5018861,0,0,0
85234,1,0,0,0,1,15,4.5,1,1,1,0,1,1,0,0,0,Phoenix,1697762,66.87,1725705,1250345,9813,17181,12782,62896,6360,4530,3030,2440,4130,1270,2,80070,165.8460737,160.7112339,0,0,0
